Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
10929,-117.9,33.74,19,1566,379.0,1032,330,2.2105,<1H OCEAN,171767.0
10054,-121.02,39.27,52,3720,707.0,1424,609,3.2,INLAND,151712.0
310,-122.19,37.76,52,2024,391.0,1030,350,2.4659,NEAR BAY,108221.0
735,-122.15,37.67,35,2472,398.0,1171,390,5.5797,NEAR BAY,284860.0
20303,-119.18,34.16,12,460,101.0,405,103,5.2783,NEAR OCEAN,348162.22
9372,-122.53,37.93,37,1722,352.0,648,337,4.125,NEAR BAY,350336.03
10396,-117.67,33.55,6,3157,721.0,1695,710,3.7609,<1H OCEAN,185349.0
2204,-119.85,36.82,15,1387,236.0,638,195,5.5842,INLAND,146879.0
4014,-118.57,34.15,22,5791,706.0,2059,673,10.9201,<1H OCEAN,500001.0
11097,-117.88,33.83,22,3522,543.0,1706,524,6.4685,<1H OCEAN,269899.01
4263,-118.33,34.1,43,2732,1646.0,3049,1429,1.3157,<1H OCEAN,272173.11
11002,-117.8,33.75,29,3058,488.0,1197,474,5.3903,<1H OCEAN,278729.02
13945,-117.2,34.26,17,9419,1455.0,1382,459,6.2233,INLAND,226671.0
10572,-117.68,33.65,6,10395,1915.0,4783,1811,5.928,<1H OCEAN,287473.02
2319,-119.7,36.82,25,2379,540.0,1482,484,2.3173,INLAND,67383.0
5395,-118.37,34.04,25,542,161.0,442,131,2.25,<1H OCEAN,194156.03
19709,-121.63,39.18,13,1907,347.0,821,367,2.0978,INLAND,83930.0
2876,-118.97,35.38,32,1361,363.0,1483,297,1.625,INLAND,49099.0
1207,-121.75,39.4,29,1687,327.0,864,334,2.4943,INLAND,79644.0
16944,-122.32,37.55,46,1437,266.0,607,263,4.8068,NEAR OCEAN,355283.12
10097,-117.94,33.93,14,999,232.0,1037,244,2.7125,<1H OCEAN,160696.0
19857,-119.42,36.35,20,1469,303.0,1031,259,1.6645,INLAND,56235.0
1715,-122.31,38.0,29,3108,534.0,1687,516,4.3333,NEAR BAY,176845.0
1877,-119.96,38.94,27,1492,393.0,717,254,1.8906,INLAND,103096.01
12271,-117.04,34.0,21,4624,852.0,2174,812,3.5255,INLAND,114546.0
10884,-117.9,33.71,15,539,71.0,287,66,6.3427,<1H OCEAN,298720.01
9380,-122.46,37.88,35,2492,409.0,812,373,8.8386,NEAR BAY,466761.52
5858,-118.34,34.19,48,814,165.0,490,176,3.1406,<1H OCEAN,256541.09
5838,-118.36,34.2,14,1878,614.0,1874,559,2.5267,<1H OCEAN,189068.0
7207,-118.18,34.02,43,887,219.0,965,217,2.625,<1H OCEAN,139461.0
2252,-119.83,36.8,24,3756,681.0,1586,739,3.8571,INLAND,94443.0
8034,-118.13,33.84,48,1895,294.0,881,293,6.3364,<1H OCEAN,415013.24
19202,-122.71,38.43,38,1689,526.0,1071,529,1.5026,<1H OCEAN,153410.0
17208,-119.72,34.43,36,1156,309.0,521,304,2.6014,<1H OCEAN,296718.0
6095,-117.88,34.12,34,912,165.0,522,150,4.0417,<1H OCEAN,171715.0
14388,-117.23,32.74,16,735,139.0,299,134,4.6354,NEAR OCEAN,237710.03
16789,-122.46,37.66,15,6082,1284.0,3861,1198,5.4221,NEAR OCEAN,282397.01
18039,-121.96,37.23,36,4423,632.0,1719,608,7.8407,<1H OCEAN,486272.84
15479,-117.14,33.16,16,1660,,733,214,5.6874,<1H OCEAN,241621.01
16421,-121.29,37.87,29,488,108.0,308,115,2.6563,INLAND,107179.0
13917,-116.05,34.12,19,301,65.0,150,56,3.125,INLAND,93405.0
8495,-118.3,33.89,30,2756,858.0,1806,787,3.0329,<1H OCEAN,193307.0
16894,-122.38,37.58,52,2039,299.0,772,303,6.471,NEAR OCEAN,450478.41
39,-122.26,37.83,52,2432,715.0,1377,696,2.5898,NEAR BAY,198609.0
13404,-117.46,34.1,35,908,226.0,667,203,2.5833,INLAND,95704.0
17514,-121.92,37.33,52,2962,557.0,1215,506,4.7768,<1H OCEAN,318165.03
603,-122.07,37.69,29,2304,618.0,1021,552,2.5362,NEAR BAY,186356.0
2213,-119.84,36.85,8,3791,487.0,1424,475,10.5144,INLAND,386171.52
12351,-116.52,33.81,12,12396,2552.0,2548,1265,3.4394,INLAND,157254.0
9429,-122.68,38.07,26,1445,244.0,510,207,5.6305,NEAR OCEAN,355201.04
9713,-121.67,36.67,24,3071,544.0,1477,560,3.9219,<1H OCEAN,196358.0
7428,-118.21,33.95,32,1116,328.0,1265,302,2.295,<1H OCEAN,141175.0
18001,-121.98,37.28,28,3688,633.0,1877,620,5.7251,<1H OCEAN,298405.02
11196,-117.93,33.84,34,2160,298.0,852,305,6.0531,<1H OCEAN,293073.03
9019,-118.78,34.16,9,30405,4093.0,12873,3931,8.0137,NEAR OCEAN,429229.24
1837,-122.3,37.9,35,1102,308.0,688,303,2.3946,NEAR BAY,170523.0
20155,-119.23,34.42,16,630,117.0,343,100,5.75,<1H OCEAN,322404.06
18826,-122.53,41.81,21,2400,485.0,1109,443,1.7639,INLAND,65248.0
18196,-122.01,37.39,36,1976,361.0,1348,371,5.6447,<1H OCEAN,278856.0
1773,-122.34,37.94,47,2313,433.0,947,430,3.942,NEAR BAY,159741.01
9686,-121.62,36.71,24,4195,706.0,2200,647,4.3451,<1H OCEAN,216601.0
8019,-118.1,33.84,36,690,109.0,316,104,3.7813,<1H OCEAN,197262.0
16097,-122.5,37.75,45,1672,344.0,838,314,4.1419,NEAR OCEAN,276719.0
9043,-118.12,34.68,12,5319,875.0,2439,779,4.6629,INLAND,144277.0
15331,-117.31,33.24,6,1580,288.0,792,265,4.0469,<1H OCEAN,176739.02
9648,-120.79,37.08,9,97,20.0,91,22,2.9063,INLAND,132801.0
17544,-121.87,37.34,52,1170,215.0,604,207,2.6667,<1H OCEAN,222937.0
11006,-117.79,33.77,21,4349,553.0,1680,519,6.9014,<1H OCEAN,302907.0
9325,-122.52,37.96,35,2012,346.0,818,352,5.2818,NEAR BAY,308635.02
8502,-118.3,33.87,27,3144,722.0,1510,680,3.1597,<1H OCEAN,233769.0
6527,-118.05,34.06,45,531,164.0,722,166,2.1406,<1H OCEAN,174670.03
4126,-118.21,34.14,44,1681,407.0,1105,387,3.2222,<1H OCEAN,209055.0
11272,-117.98,33.78,31,2825,546.0,1908,563,3.9798,<1H OCEAN,196446.0
13754,-117.15,34.04,14,2845,420.0,1172,377,7.5822,INLAND,262120.0
8180,-118.11,33.81,37,1694,280.0,776,271,6.2187,<1H OCEAN,411321.21
3812,-118.48,34.21,25,2879,723.0,2077,649,3.3864,<1H OCEAN,213908.0
8072,-118.17,33.82,52,2539,497.0,1152,488,4.1354,NEAR OCEAN,258031.0
13117,-121.22,38.4,14,2655,441.0,1277,422,4.6989,INLAND,178522.0
4157,-118.19,34.12,46,3387,820.0,2833,813,2.987,<1H OCEAN,193529.0
5992,-117.71,34.08,26,2744,494.0,1411,465,4.2639,INLAND,168568.0
7928,-118.08,33.85,22,1055,204.0,682,216,6.0,<1H OCEAN,271755.0
8646,-118.4,33.87,45,2093,497.0,842,472,6.3231,<1H OCEAN,461556.45
13492,-117.4,34.04,17,1906,334.0,1550,338,3.025,INLAND,104398.0
9459,-123.5,39.67,22,2124,450.0,1122,446,2.1793,INLAND,85444.0
9658,-120.67,37.37,18,164,30.0,104,32,1.6607,INLAND,116994.01
12600,-121.48,38.54,41,3364,685.0,1841,626,2.1975,INLAND,89111.0
17142,-122.18,37.45,43,2061,437.0,817,385,4.4688,NEAR BAY,385937.4
15024,-117.01,32.76,34,3415,608.0,1464,593,4.0549,<1H OCEAN,171101.0
8405,-118.36,33.93,40,1625,500.0,2036,476,2.6298,<1H OCEAN,170853.0
19145,-122.71,38.34,22,1249,335.0,699,308,2.6033,<1H OCEAN,167630.0
3897,-118.51,34.2,35,1614,308.0,850,330,4.1806,<1H OCEAN,215741.01
3925,-118.56,34.18,36,1366,224.0,719,270,4.8264,<1H OCEAN,229951.0
18360,-122.09,37.35,30,1502,186.0,501,180,10.0259,NEAR BAY,498774.97
20047,-119.01,36.05,27,1127,294.0,839,276,1.3807,INLAND,50609.0
13449,-117.4,34.08,21,3622,667.0,2503,720,3.8531,INLAND,120862.0
3614,-118.41,34.24,38,490,101.0,402,100,3.125,<1H OCEAN,246340.0
10930,-117.9,33.74,18,1884,442.0,1915,442,2.3783,<1H OCEAN,168375.0
6184,-117.92,34.09,35,1810,318.0,1164,332,5.0123,<1H OCEAN,203695.0
17016,-122.28,37.52,29,1526,355.0,724,315,4.0313,NEAR OCEAN,313121.0
15473,-117.22,33.14,5,4576,848.0,2314,705,5.0123,NEAR OCEAN,267415.01
15878,-122.41,37.75,52,1678,386.0,1220,357,2.5809,NEAR BAY,253620.05
15988,-122.47,37.76,52,4001,809.0,1886,756,3.3239,NEAR BAY,345483.02
5230,-118.24,33.93,37,1027,258.0,824,248,1.5132,<1H OCEAN,93667.0
4779,-118.32,34.04,47,1989,532.0,1430,519,1.8333,<1H OCEAN,144808.0
9220,-120.27,37.12,17,3328,628.0,1580,619,2.9861,INLAND,97472.0
9989,-121.07,39.15,15,6828,1319.0,3002,1318,2.4726,INLAND,123396.0
51,-122.27,37.82,43,1868,456.0,1061,407,1.5045,NEAR BAY,129053.0
9619,-120.43,37.35,15,1613,203.0,673,213,5.9378,INLAND,182546.0
16127,-122.47,37.79,52,2383,477.0,990,464,3.9688,NEAR BAY,479320.73
1813,-122.31,37.91,39,2955,696.0,1417,682,2.7628,NEAR BAY,168303.0
8296,-118.14,33.76,52,2677,642.0,1144,624,4.3889,NEAR OCEAN,384342.02
17820,-121.9,37.37,20,78,72.0,120,69,1.0938,<1H OCEAN,302991.19
11670,-118.01,33.84,28,4097,838.0,2112,803,4.5,<1H OCEAN,201860.0
10526,-117.7,33.57,4,3283,911.0,1512,782,3.3125,<1H OCEAN,216336.01
1870,-119.94,38.95,25,1789,536.0,1134,396,2.32,INLAND,106584.0
18419,-121.82,37.26,10,3030,574.0,1623,589,5.1356,<1H OCEAN,269608.0
11782,-121.24,38.78,18,549,143.0,249,136,0.8691,INLAND,107083.0
15761,-122.42,37.77,52,1925,568.0,867,515,2.879,NEAR BAY,329030.07
1838,-122.3,37.9,30,1772,471.0,880,437,2.2672,NEAR BAY,178848.0
8279,-118.15,33.78,13,3056,861.0,1600,824,3.3003,NEAR OCEAN,232162.0
10226,-117.88,33.87,35,1919,349.0,1302,345,5.6409,<1H OCEAN,233802.0
5464,-118.51,33.98,40,1901,679.0,865,587,2.3417,<1H OCEAN,329776.01
13142,-121.5,38.34,36,1212,255.0,569,256,2.0048,INLAND,99184.0
11224,-117.94,33.81,25,1731,482.0,1127,455,3.256,<1H OCEAN,197853.0
7458,-118.18,33.92,32,2035,519.0,2282,480,3.2734,<1H OCEAN,152336.0
18724,-122.33,40.6,5,6383,1206.0,2965,1141,3.8103,INLAND,126666.0
12574,-121.42,38.53,37,1958,367.0,1171,366,2.8298,INLAND,89290.0
8076,-118.19,33.83,30,2246,552.0,1032,548,3.5871,NEAR OCEAN,265360.05
19126,-122.69,38.27,32,2344,434.0,1066,384,4.0313,<1H OCEAN,251182.0
4948,-118.3,34.02,42,2386,670.0,2327,661,1.6699,<1H OCEAN,126803.0
10623,-117.77,33.67,12,4329,1068.0,1913,978,4.5094,<1H OCEAN,250208.0
10161,-117.98,33.9,6,1537,347.0,506,280,4.8264,<1H OCEAN,209723.0
75,-122.28,37.81,17,1237,462.0,762,439,0.9241,NEAR BAY,143409.0
20472,-118.76,34.26,26,1750,284.0,962,278,4.5673,<1H OCEAN,218596.02
10167,-117.94,33.89,30,2577,404.0,1076,374,6.7528,<1H OCEAN,366320.08
11766,-121.27,38.75,21,4812,1117.0,1985,1045,2.5083,INLAND,141890.0
19862,-119.31,36.34,14,2985,607.0,2250,607,2.1602,INLAND,77547.0
14118,-117.11,32.73,27,3160,627.0,1628,612,3.8864,NEAR OCEAN,141383.0
7190,-118.17,34.05,45,733,178.0,715,165,2.5962,<1H OCEAN,133564.0
2496,-120.41,36.77,24,1335,312.0,1180,267,1.947,INLAND,62417.0
6465,-118.04,34.1,38,2317,451.0,1155,426,4.1488,INLAND,283403.0
6307,-117.87,33.99,21,2837,515.0,2031,555,4.9271,<1H OCEAN,214125.0
8114,-118.19,33.8,41,2125,591.0,1604,555,2.9943,NEAR OCEAN,194760.0
2493,-120.19,36.61,29,1479,338.0,1408,322,2.293,INLAND,68426.0
15908,-122.42,37.74,52,1916,432.0,889,424,4.0391,NEAR BAY,290985.0
10458,-117.65,33.48,6,1638,188.0,572,174,13.0502,<1H OCEAN,485991.32
928,-122.03,37.55,22,9167,1373.0,4319,1404,6.992,NEAR BAY,390445.15
6914,-117.98,33.94,36,4297,717.0,2038,700,5.2851,<1H OCEAN,231073.01
15868,-122.41,37.76,52,3452,784.0,2987,753,2.8135,NEAR BAY,308834.0
6454,-118.06,34.12,34,2941,558.0,1660,576,4.5667,INLAND,269736.0
18615,-122.08,37.04,34,2800,577.0,1353,512,4.1161,NEAR OCEAN,251747.01
5387,-118.41,34.02,16,5825,1866.0,3390,1752,3.0965,<1H OCEAN,293574.01
12841,-121.46,38.66,3,3438,603.0,1602,554,3.9914,INLAND,136289.0
10011,-121.1,39.15,10,680,143.0,354,140,4.0333,INLAND,158837.0
8736,-118.32,33.83,19,3792,790.0,2105,834,5.2363,<1H OCEAN,317588.0
10630,-117.78,33.71,4,974,232.0,428,203,4.6141,<1H OCEAN,198963.04
2134,-119.71,36.8,25,875,156.0,646,166,3.0,INLAND,86914.0
17585,-121.92,37.31,13,6035,1551.0,2946,1481,4.0524,<1H OCEAN,255495.0
12951,-121.28,38.7,14,5827,1246.0,2578,1038,3.0212,INLAND,118962.0
1075,-121.82,39.75,37,2236,372.0,974,379,3.2016,INLAND,102969.0
8836,-118.37,34.08,28,4376,1202.0,1847,1128,2.6713,<1H OCEAN,312659.04
9001,-118.34,33.99,47,1107,199.0,437,178,3.7344,<1H OCEAN,186919.0
16290,-121.24,37.98,33,450,123.0,236,103,1.1964,INLAND,74564.0
9934,-122.31,38.27,34,1748,284.0,783,303,4.3585,NEAR BAY,194904.0
18188,-122.01,37.38,32,726,204.0,538,203,4.505,<1H OCEAN,243645.0
5884,-118.34,34.16,44,1717,391.0,848,353,3.6111,<1H OCEAN,283942.03
1218,-120.88,38.16,8,2029,387.0,1000,364,4.0109,INLAND,150586.0
10627,-117.77,33.71,5,4050,584.0,1986,598,7.5847,<1H OCEAN,329733.0
7702,-118.13,33.96,36,1933,341.0,958,335,4.4732,<1H OCEAN,238939.0
15191,-117.05,33.02,18,917,121.0,388,131,6.3517,<1H OCEAN,256733.0
8573,-118.41,33.9,39,2040,336.0,926,351,7.5552,<1H OCEAN,455096.51
18210,-122.06,37.39,26,18,4.0,8,4,3.75,NEAR BAY,201348.05
1702,-122.3,37.97,34,2854,528.0,1211,452,3.5353,NEAR BAY,162634.0
1091,-121.81,39.71,18,1222,250.0,708,281,2.0288,INLAND,81705.0
8821,-118.35,34.09,35,2705,785.0,1526,793,3.0349,<1H OCEAN,328145.07
12255,-117.02,33.76,20,1317,203.0,453,158,2.8393,INLAND,127862.0
9714,-121.68,36.67,26,5745,1017.0,2780,996,5.0,<1H OCEAN,257298.0
3653,-118.43,34.22,34,2300,429.0,1447,455,4.2656,<1H OCEAN,199716.0
13988,-117.15,34.83,30,5370,1062.0,2778,944,3.099,INLAND,88204.0
17537,-121.89,37.35,47,2879,631.0,2229,606,3.2599,<1H OCEAN,201585.0
5089,-118.29,33.98,30,1162,318.0,1207,289,1.223,<1H OCEAN,107879.0
512,-122.23,37.82,52,3242,366.0,1001,352,12.2138,NEAR BAY,499305.99
9649,-120.83,37.07,16,3736,761.0,1942,730,2.5598,INLAND,103164.0
6478,-118.04,34.09,34,2001,388.0,1461,397,3.8304,INLAND,275117.0
4443,-118.21,34.09,37,1822,498.0,1961,506,1.9881,<1H OCEAN,152561.01
11065,-117.88,33.79,32,1484,295.0,928,295,5.1418,<1H OCEAN,213522.0
11838,-120.98,39.93,25,2220,511.0,912,449,1.8914,INLAND,71247.0
2745,-115.57,32.79,34,1152,208.0,621,208,3.6042,INLAND,92108.01
12614,-121.51,38.49,21,4426,790.0,1856,761,4.1,INLAND,161510.0
11724,-120.04,39.24,30,2369,469.0,510,213,2.65,INLAND,120217.0
17005,-122.29,37.54,43,2268,438.0,1151,449,4.9091,NEAR OCEAN,328382.02
7506,-118.28,33.92,37,742,151.0,729,144,3.055,<1H OCEAN,129533.0
1076,-121.8,39.75,11,7212,1355.0,3264,1264,3.1125,INLAND,117552.0
19831,-119.38,36.56,25,1180,222.0,611,212,2.0729,INLAND,68809.99
19462,-120.99,37.68,30,1975,375.0,732,326,2.6932,INLAND,118299.0
1007,-121.75,37.68,35,1755,299.0,702,263,5.2443,INLAND,203524.0
2890,-118.98,35.39,29,607,177.0,476,143,1.1875,INLAND,51620.0
14850,-117.07,32.67,28,2758,623.0,2179,631,2.3814,NEAR OCEAN,117115.0
4968,-118.28,34.01,50,2601,794.0,3080,770,1.8656,<1H OCEAN,127003.0
13690,-117.2,34.14,18,1920,333.0,890,323,5.159,INLAND,145954.0
19959,-119.32,36.25,21,1231,,609,206,2.8365,INLAND,78483.0
12536,-121.51,38.55,45,3032,631.0,1341,597,2.8417,INLAND,110166.0
12450,-114.56,33.69,17,720,174.0,333,117,1.6509,INLAND,62848.0
4728,-118.36,34.05,48,1825,404.0,728,363,3.3824,<1H OCEAN,287848.04
18567,-121.75,36.93,24,4026,881.0,2264,863,3.1327,<1H OCEAN,201448.0
8067,-118.18,33.83,44,1497,277.0,542,274,5.0052,NEAR OCEAN,308367.06
7152,-118.16,34.03,41,1377,293.0,1142,272,3.1724,<1H OCEAN,161858.0
20493,-118.65,34.27,23,1724,265.0,934,306,6.0783,<1H OCEAN,260384.01
4229,-118.29,34.11,49,2850,379.0,1113,380,12.9591,<1H OCEAN,500001.0
13657,-117.3,34.05,7,4672,1121.0,2534,1046,3.4228,INLAND,115918.0
13026,-121.21,38.67,11,5500,956.0,2827,946,4.1071,INLAND,162890.0
5585,-118.3,33.81,17,5544,1068.0,3008,1038,5.322,<1H OCEAN,273870.0
5059,-118.35,34.01,35,3776,,1583,749,3.5486,<1H OCEAN,276861.0
14281,-117.13,32.71,44,1697,413.0,1396,363,1.5474,NEAR OCEAN,83577.0
4773,-118.34,34.03,48,1426,331.0,784,356,1.6581,<1H OCEAN,147423.0
17658,-121.9,37.28,34,4613,749.0,2050,725,5.3922,<1H OCEAN,289607.01
3877,-118.5,34.21,36,1254,229.0,629,245,4.9643,<1H OCEAN,233900.0
4803,-118.36,34.03,38,2365,638.0,2259,607,2.0879,<1H OCEAN,135086.0
5039,-118.34,33.99,34,397,132.0,250,121,1.675,<1H OCEAN,177157.0
18938,-122.07,38.26,15,1173,146.0,450,154,6.0487,INLAND,208690.0
18994,-121.95,38.43,19,3011,551.0,1665,535,5.1534,INLAND,176317.0
9515,-123.2,39.16,14,1908,484.0,1195,467,1.7929,<1H OCEAN,108417.0
11121,-117.92,33.85,38,2082,532.0,1592,510,2.3704,<1H OCEAN,176320.0
12174,-117.23,33.78,23,3465,703.0,2672,607,1.9767,INLAND,99263.0
19052,-121.76,38.25,32,1495,333.0,905,281,2.625,INLAND,96852.0
18131,-122.02,37.34,26,1992,328.0,980,342,6.2475,<1H OCEAN,331834.03
2249,-119.81,36.81,33,3972,594.0,1324,561,5.4513,INLAND,187257.01
16060,-122.49,37.76,49,1724,295.0,795,297,4.3977,NEAR BAY,340224.01
8016,-118.11,33.83,36,1726,287.0,820,288,5.5767,<1H OCEAN,242985.0
3265,-122.95,39.13,17,380,69.0,225,72,3.25,INLAND,137176.0
13111,-121.37,38.39,15,1883,254.0,893,256,6.2575,INLAND,214536.0
4472,-118.18,34.08,31,1318,311.0,1164,289,2.9939,<1H OCEAN,164205.0
4092,-118.42,34.16,17,277,70.0,119,59,4.0208,<1H OCEAN,316810.11
4599,-118.27,34.05,47,661,359.0,1406,307,1.3169,<1H OCEAN,190458.0
16171,-122.5,37.79,52,8,1.0,13,1,15.0001,NEAR BAY,393439.56
12406,-116.29,33.74,6,12991,2555.0,4571,1926,4.7195,INLAND,201218.01
16922,-122.33,37.58,27,5144,1481.0,2518,1447,3.4836,NEAR OCEAN,333084.09
4733,-118.36,34.05,50,3518,812.0,1724,758,3.0833,<1H OCEAN,308452.09
6348,-117.75,34.06,52,24,6.0,46,7,1.625,INLAND,218509.01
17148,-122.2,37.43,38,3626,528.0,1350,532,7.3681,NEAR OCEAN,457370.3
13226,-117.68,34.01,20,7326,1555.0,5718,1538,3.2073,INLAND,149440.0
5194,-118.26,33.92,40,1076,244.0,705,255,1.7986,<1H OCEAN,97704.0
15303,-117.36,33.17,24,2046,442.0,812,367,2.3182,NEAR OCEAN,249346.0
15828,-122.43,37.75,52,2700,595.0,1181,575,3.575,NEAR BAY,349568.0
1134,-121.63,39.75,37,1296,296.0,569,257,1.8616,INLAND,71124.0
14651,-117.15,32.81,34,1629,318.0,900,282,3.1458,NEAR OCEAN,186750.02
13223,-117.67,34.03,20,8561,1411.0,4861,1450,4.7056,INLAND,167887.0
12107,-117.32,33.99,27,5464,850.0,2400,836,4.711,INLAND,147756.0
4310,-118.32,34.09,30,1871,766.0,2595,819,2.0044,<1H OCEAN,218995.0
3655,-118.43,34.22,36,1372,295.0,774,306,3.6618,<1H OCEAN,195651.0
16820,-122.47,37.65,27,8103,1655.0,5023,1605,4.6452,NEAR OCEAN,293020.02
7479,-118.22,33.93,39,1921,483.0,2286,470,3.0167,<1H OCEAN,138652.0
3753,-118.39,34.17,40,1696,372.0,835,385,3.6563,<1H OCEAN,264382.03
8177,-118.09,33.8,36,1724,322.0,838,328,4.4831,<1H OCEAN,214757.0
11640,-118.06,33.83,21,3941,655.0,1897,670,4.88,<1H OCEAN,209612.0
731,-122.13,37.68,44,2147,399.0,1175,401,4.1974,NEAR BAY,203832.0
1821,-122.29,37.92,35,583,88.0,235,84,5.943,NEAR BAY,343721.05
6011,-117.77,34.06,27,2178,629.0,2379,591,1.9766,INLAND,111512.0
12090,-117.3,33.85,15,3991,751.0,2317,657,2.9542,INLAND,117663.0
3620,-118.45,34.25,21,2143,565.0,1803,497,3.9833,<1H OCEAN,188808.0
14704,-117.07,32.81,15,2000,402.0,778,369,4.3594,<1H OCEAN,161861.0
11332,-117.96,33.75,25,1323,208.0,852,229,4.6167,<1H OCEAN,209505.0
16985,-122.29,37.56,12,6474,1467.0,2516,1390,5.0353,NEAR BAY,322085.16
18528,-122.04,36.96,44,1294,269.0,645,259,3.2437,NEAR OCEAN,258110.0
10909,-117.86,33.74,32,691,151.0,926,148,4.125,<1H OCEAN,167320.0
9000,-118.34,34.0,49,2465,372.0,1018,359,4.0,<1H OCEAN,201478.03
14776,-117.08,32.58,22,2128,477.0,1420,450,3.2687,NEAR OCEAN,131353.0
11554,-117.99,33.74,26,4065,741.0,1960,739,4.506,<1H OCEAN,208354.0
1239,-120.27,38.31,13,3297,662.0,267,97,3.075,INLAND,131958.0
20639,-121.24,39.37,16,2785,616.0,1387,530,2.3886,INLAND,91282.0
17065,-122.22,37.48,47,2570,783.0,3107,724,2.8058,NEAR OCEAN,234770.0
14628,-117.18,32.76,17,711,254.0,327,227,2.6493,NEAR OCEAN,182375.06
101,-122.25,37.81,28,5806,1603.0,2563,1497,3.2177,NEAR BAY,288635.08
17045,-122.27,37.48,26,3542,507.0,1392,524,8.5184,NEAR OCEAN,442438.32
16644,-120.62,35.28,28,3952,592.0,1469,571,6.3144,NEAR OCEAN,415050.4
13877,-117.31,34.43,16,5130,1172.0,3126,1046,1.6784,INLAND,84220.0
20425,-118.75,34.17,18,6217,858.0,2703,834,6.8075,NEAR OCEAN,389580.12
543,-122.28,37.78,50,1487,306.0,730,327,2.5139,NEAR BAY,159482.0
12375,-116.38,33.74,7,17579,3479.0,3581,1820,4.084,INLAND,157831.02
12268,-116.86,33.73,13,2604,443.0,978,417,2.933,INLAND,132713.0
15865,-122.4,37.76,52,1185,246.0,480,253,4.4074,NEAR BAY,286229.02
4929,-118.24,33.99,41,1425,372.0,1803,353,1.6731,<1H OCEAN,105296.0
5819,-118.25,34.13,36,2946,1025.0,2542,912,2.2244,<1H OCEAN,229614.0
6945,-118.09,33.99,35,2787,639.0,1923,614,3.5757,<1H OCEAN,177462.0
10245,-117.86,33.9,25,3205,409.0,1291,408,7.2478,<1H OCEAN,326420.0
10510,-117.69,33.54,20,1767,280.0,801,284,6.5394,<1H OCEAN,287388.0
12721,-121.37,38.58,37,2839,390.0,1006,400,7.3343,INLAND,323335.03
12161,-117.18,33.78,7,1697,424.0,808,354,1.3417,INLAND,121932.0
8185,-118.1,33.79,35,2370,379.0,996,380,5.7368,<1H OCEAN,296671.02
6857,-118.16,34.06,27,1675,274.0,785,275,5.828,<1H OCEAN,303191.03
12360,-116.53,33.88,5,4423,763.0,1906,667,4.6855,INLAND,193643.01
11352,-117.92,33.75,23,893,223.0,1149,216,2.6442,<1H OCEAN,172149.0
3183,-119.77,36.3,24,2202,471.0,1052,439,2.1038,INLAND,76244.0
12224,-116.95,33.68,11,1183,178.0,543,147,4.4792,INLAND,198801.0
20158,-119.14,34.49,17,321,44.0,92,39,7.75,<1H OCEAN,368045.2
14592,-117.17,32.82,21,2869,596.0,1471,577,3.0375,NEAR OCEAN,208899.0
13023,-121.23,38.67,27,5266,971.0,2432,948,3.8954,INLAND,155469.0
10314,-117.82,33.85,21,2603,404.0,1350,390,6.057,<1H OCEAN,268752.0
7205,-118.19,34.02,34,1478,369.0,1735,348,1.8875,<1H OCEAN,145518.0
532,-122.27,37.78,52,1408,280.0,718,265,2.6806,NEAR BAY,180420.0
16776,-122.47,37.69,35,1720,421.0,1452,425,3.5909,NEAR OCEAN,256013.0
11373,-117.97,33.68,23,1722,316.0,865,309,4.6452,<1H OCEAN,248749.03
13167,-121.37,36.83,14,3658,612.0,1951,600,4.76,INLAND,246350.0
2848,-118.96,35.4,27,2473,400.0,1271,427,3.5524,INLAND,87676.0
19010,-122.0,38.35,34,1084,187.0,561,198,4.2115,INLAND,157653.0
6186,-117.9,34.1,31,3007,653.0,1766,616,3.7083,<1H OCEAN,175551.0
6775,-118.15,34.12,52,1518,344.0,725,296,3.4018,<1H OCEAN,235531.0
163,-122.25,37.81,46,3232,835.0,1373,747,3.225,NEAR BAY,229474.01
3936,-118.57,34.22,17,3262,753.0,1879,708,4.1359,<1H OCEAN,214822.0
9231,-120.08,37.06,18,402,76.0,213,71,1.9063,INLAND,105987.01
8061,-118.2,33.84,35,3405,779.0,1953,671,2.7813,NEAR OCEAN,186006.0
19386,-120.85,37.77,37,1738,403.0,936,366,2.4717,INLAND,98252.0
5583,-118.3,33.82,26,2080,560.0,2096,506,2.8106,<1H OCEAN,191568.0
4252,-118.36,34.1,52,1096,247.0,423,230,3.0179,<1H OCEAN,359206.05
12213,-117.18,33.51,13,270,42.0,120,42,6.993,<1H OCEAN,378548.19
7269,-118.22,33.98,15,1011,274.0,899,219,2.7045,<1H OCEAN,146940.0
4841,-118.29,34.03,38,1501,437.0,1777,441,2.0848,<1H OCEAN,145699.0
19742,-122.72,40.17,16,396,78.0,188,72,1.3889,INLAND,65506.95
333,-122.17,37.74,43,818,193.0,494,179,2.4776,NEAR BAY,90346.0
13436,-117.44,34.09,24,3477,831.0,2541,753,2.3682,INLAND,112451.0
19888,-119.16,36.28,18,2377,414.0,1359,424,4.4,INLAND,118488.0
12152,-117.27,33.68,8,26322,4072.0,9360,3361,5.3238,<1H OCEAN,247579.01
14867,-117.09,32.64,20,1999,651.0,1302,592,1.6321,NEAR OCEAN,115237.0
